ID,Activity,Time stamp,Feed back,Work Time
1,開始,11-03 15:28:34,,
1,終了,11-03 15:41:27,"Python,ITパスポート",0時間12分
3,開始,11-03 21:44:18,,
3,終了,11-03 23:05:18,"Python,ITパスポート",1時間21分
5,開始,11-09 17:40:14,,
5,終了,11-09 18:09:01,Python,0時間28分
7,開始,11-12 08:30:42,,
7,終了,11-12 08:33:48,ITパスポート,0時間33分
9,開始,11-14 07:27:01,,
9,終了,11-14 07:42:00,Python,0時間14分
